TRANSACTION_ID,CUSTOMER_ID,AMOUNT,TRANSACTION_DATE,STATUS
16459,3284,3835.52,2022-05-29,SUCCESS
16460,4676,98.46,2024-05-30,SUCCESS
16461,1664,4146.2,2022-07-18,SUCCESS
16462,6477,1662.67,2024-02-05,FAILED
16463,9240,2993.43,2023-06-25,FAILED
16464,3440,3748.14,2024-01-08,SUCCESS
16465,8698,3186.64,2023-05-13,SUCCESS
16466,7144,3363.49,2022-11-28,PENDING
16467,3248,4463.87,2025-01-13,SUCCESS
16468,3501,1872.99,2022-05-19,SUCCESS
16469,1911,2737.99,2022-12-01,SUCCESS
16470,733,878.77,2024-02-01,FAILED
16471,3514,2340.38,2022-12-03,SUCCESS
16472,9764,754.43,2023-04-25,SUCCESS
16473,4610,3169.76,2023-11-15,SUCCESS
16474,4457,1624.64,2024-09-22,SUCCESS
16475,3336,4295.78,2022-10-29,SUCCESS
16476,8169,1721.17,2024-10-05,SUCCESS
16477,7057,1437.74,2022-06-15,SUCCESS
16478,2754,2458.9,2024-09-27,SUCCESS
16479,1373,880.77,2025-01-15,SUCCESS
16480,9637,1023.01,2024-08-13,SUCCESS
16481,3377,3916.81,2022-07-10,SUCCESS
16482,8482,2488.64,2024-06-11,SUCCESS
16483,64,1035.68,2023-07-31,SUCCESS
16484,3946,162.46,2025-01-16,SUCCESS
16485,330,2335.05,2024-04-14,SUCCESS
16486,4859,3714.44,2025-01-09,SUCCESS
16487,1964,1759.19,2024-10-22,PENDING
16488,3089,1243.58,2023-02-08,SUCCESS
16489,141,1984.92,2025-01-28,SUCCESS
16490,4540,4795.85,2022-11-24,SUCCESS
16491,2474,2118.69,2024-10-25,SUCCESS
16492,5595,1301.89,2022-05-22,FAILED
16493,3904,2848.37,2022-10-21,PENDING
16494,5365,4054.66,2024-02-17,SUCCESS
16495,450,116.55,2023-10-05,SUCCESS
16496,4447,2792.72,2023-05-26,SUCCESS
16497,4695,4182.38,2024-11-08,SUCCESS
16498,4807,1082.04,2023-12-27,SUCCESS
16499,870,4608.81,2022-09-02,SUCCESS
16500,6080,2890.59,2023-07-12,SUCCESS
16501,7308,2586.05,2023-09-07,SUCCESS
16502,3660,4818.49,2023-04-18,SUCCESS
16503,3603,652.61,2022-08-26,SUCCESS
16504,8585,3702.01,2024-03-13,SUCCESS
16505,9034,4093.76,2023-05-15,SUCCESS
16506,2449,2445.34,2023-05-10,SUCCESS
16507,7593,37.35,2024-12-20,SUCCESS
16508,2954,2624.06,2023-02-26,SUCCESS
16509,5132,771.79,2024-03-23,SUCCESS
16510,1359,2815.04,2022-04-30,SUCCESS
16511,9183,3694.4,2022-04-10,SUCCESS
16512,9231,2657.7,2024-12-04,SUCCESS
16513,8220,3155.86,2023-03-04,SUCCESS
16514,388,524.21,2022-10-23,SUCCESS
16515,833,489.74,2022-12-08,SUCCESS
16516,8442,4255.45,2024-03-31,SUCCESS
16517,9721,251.4,2023-09-07,SUCCESS
16518,4194,1425.08,2023-06-19,SUCCESS
16519,1839,4688.79,2022-09-27,SUCCESS
16520,9553,2297.04,2022-04-29,SUCCESS
16521,9516,3374.32,2024-12-27,FAILED
16522,892,1112.34,2022-09-16,SUCCESS
16523,5589,1356.21,2024-06-20,SUCCESS
16524,1306,2547.46,2022-03-03,FAILED
16525,5284,3192.31,2023-10-06,FAILED
16526,4549,4802.5,2023-10-07,FAILED
16527,4193,2874.23,2024-08-25,SUCCESS
16528,6453,484.37,2022-04-21,PENDING
16529,8454,1837.76,2025-02-17,PENDING
16530,2341,1224.62,2023-03-18,FAILED
16531,1794,1275.73,2023-06-10,SUCCESS
16532,6395,2529.41,2022-04-18,SUCCESS
16533,325,1586.75,2022-03-26,SUCCESS
16534,9178,1450.1,2024-12-25,SUCCESS
16535,7849,4840.25,2022-09-21,FAILED
16536,8115,2921.87,2023-11-25,SUCCESS
16537,6645,1312.59,2023-07-14,SUCCESS
16538,4783,1382.97,2023-02-26,SUCCESS
16539,9932,4056.09,2024-03-29,SUCCESS
16540,3138,4432.95,2024-10-07,SUCCESS
16541,3899,3396.76,2022-08-22,SUCCESS
16542,836,2160.08,2023-04-01,SUCCESS
16543,4155,3824.05,2022-07-05,SUCCESS
16544,2779,4687.22,2022-12-04,SUCCESS
16545,9589,835.17,2024-07-29,SUCCESS
16546,6410,4309.22,2023-10-01,SUCCESS
16547,9869,4244.87,2023-10-23,SUCCESS
16548,4314,1835.68,2023-04-07,SUCCESS
16549,5647,1462.47,2023-12-31,SUCCESS
16550,7609,2828.72,2022-03-29,SUCCESS
16551,3722,1365.11,2022-06-28,SUCCESS
16552,7912,731.16,2022-12-28,SUCCESS
16553,1672,4765.63,2023-11-19,SUCCESS
16554,917,2459.37,2025-02-04,SUCCESS
16555,5589,2363.92,2023-07-27,SUCCESS
16556,9110,634.89,2023-06-07,SUCCESS
16557,9326,2523.24,2022-05-17,SUCCESS
16558,6497,3715.45,2023-02-07,SUCCESS
16559,1837,1243.99,2024-08-23,SUCCESS
16560,2139,1847.6,2022-03-09,SUCCESS
16561,4008,898.68,2024-11-30,SUCCESS
16562,1906,1778.6,2022-10-20,PENDING
16563,3990,4307.1,2024-10-13,PENDING
16564,3486,1189.12,2025-02-18,FAILED
16565,4798,152.56,2023-02-13,SUCCESS
16566,2733,2683.43,2023-03-18,SUCCESS
16567,7715,2899.56,2024-11-13,SUCCESS
16568,1322,1647.91,2023-11-16,SUCCESS
16569,3355,3209.64,2022-10-26,SUCCESS
16570,9721,194.32,2024-02-15,SUCCESS
16571,7102,1706.17,2023-04-29,SUCCESS
16572,4744,727.14,2023-02-02,FAILED
16573,8952,1152.88,2024-05-28,FAILED
16574,7015,1915.76,2023-07-15,SUCCESS
16575,3413,2469.59,2023-10-27,SUCCESS
16576,7826,470.53,2023-01-08,SUCCESS
16577,1358,511.09,2022-09-27,SUCCESS
16578,3482,3371.85,2022-12-04,PENDING
16579,9141,2023.64,2022-11-23,FAILED
16580,1767,886.73,2022-03-17,SUCCESS
16581,8220,1178.41,2024-05-03,FAILED
16582,7164,3601.68,2024-09-01,SUCCESS
16583,2471,263.54,2023-05-30,SUCCESS
16584,160,2546.17,2024-03-10,SUCCESS
16585,2893,1804.8,2023-02-17,SUCCESS
16586,5327,4056.68,2022-12-17,SUCCESS
16587,4114,3951.58,2023-09-14,SUCCESS
16588,7750,3447.56,2024-07-24,SUCCESS
16589,7799,1926.99,2023-05-06,FAILED
16590,5000,3158.03,2024-07-01,SUCCESS
16591,1571,3201.04,2023-02-08,SUCCESS
16592,9029,1664.34,2024-02-04,SUCCESS
16593,3406,4400.47,2024-11-12,SUCCESS
16594,5528,4924.36,2024-03-18,SUCCESS
16595,5849,1575.63,2022-08-27,SUCCESS
16596,6818,4007.13,2022-06-12,SUCCESS
16597,1628,2507.04,2022-08-10,SUCCESS
16598,6144,2320.94,2022-11-22,SUCCESS
16599,8397,1935.88,2022-08-28,SUCCESS
16600,6559,1463.67,2024-03-27,SUCCESS
16601,5273,4597.94,2022-11-08,SUCCESS
16602,7882,3705.37,2023-11-01,SUCCESS
16603,8984,2206.31,2024-05-12,SUCCESS
16604,3748,3759.07,2022-08-13,SUCCESS
16605,9298,3594.41,2022-11-23,SUCCESS
16606,9283,1340.35,2024-10-04,SUCCESS
16607,1608,884.78,2024-05-27,SUCCESS
16608,5075,4182.31,2024-03-06,SUCCESS
16609,7154,4057.97,2022-08-29,SUCCESS
16610,6734,4984.33,2022-06-20,SUCCESS
16611,67,101.72,2022-06-26,SUCCESS
16612,8001,2704.2,2022-04-05,SUCCESS
16613,7646,3508.11,2023-09-15,SUCCESS
16614,9471,2914.79,2024-01-13,SUCCESS
16615,4159,3553.66,2024-07-06,SUCCESS
16616,9006,690.62,2022-09-30,SUCCESS
16617,403,12.57,2025-02-22,FAILED
16618,7926,469.7,2024-09-22,SUCCESS
16619,4167,1903.4,2022-04-07,SUCCESS
16620,2926,1648.02,2023-10-07,SUCCESS
16621,2994,4370.65,2024-07-18,SUCCESS
16622,9279,422.21,2024-05-16,SUCCESS
16623,772,2216.32,2025-02-25,SUCCESS
16624,7372,4789.32,2025-02-21,SUCCESS
16625,9862,2517.0,2022-07-23,SUCCESS
16626,5714,666.34,2022-08-03,SUCCESS
16627,8168,1459.88,2022-09-28,SUCCESS
16628,1557,3135.82,2022-04-15,SUCCESS
16629,1152,64.89,2023-09-17,FAILED
16630,5315,4840.66,2024-02-02,SUCCESS
16631,1218,2837.05,2022-07-13,SUCCESS
16632,3945,3522.18,2024-02-24,SUCCESS
16633,8040,2497.31,2023-07-17,SUCCESS
16634,2043,4789.83,2022-08-14,SUCCESS
16635,6304,2948.16,2024-04-17,SUCCESS
16636,8898,3311.61,2022-09-02,SUCCESS
16637,2670,4304.88,2023-07-23,SUCCESS
16638,2114,4308.48,2023-05-04,SUCCESS
16639,2978,145.72,2024-08-03,SUCCESS
16640,4379,1420.09,2022-10-06,SUCCESS
16641,7228,1235.36,2023-03-31,SUCCESS
16642,6262,38.19,2024-01-20,SUCCESS
16643,423,4384.53,2022-04-10,SUCCESS
16644,8723,1589.11,2024-10-05,SUCCESS
16645,91,1738.03,2023-09-26,SUCCESS
16646,3373,502.61,2023-05-06,SUCCESS
16647,6037,4948.66,2025-02-21,SUCCESS
16648,1943,4132.12,2022-05-15,SUCCESS
16649,3806,2861.45,2024-01-16,SUCCESS
16650,9433,3860.79,2024-04-15,PENDING
16651,9951,3886.68,2025-01-18,SUCCESS
16652,98,3285.37,2024-05-13,SUCCESS
16653,1480,874.19,2023-05-05,SUCCESS
16654,4627,3602.97,2022-07-05,SUCCESS
16655,5148,2850.24,2023-04-11,FAILED
16656,3648,3621.74,2024-07-07,SUCCESS
16657,5444,2719.55,2024-11-29,SUCCESS
16658,80,4781.9,2024-11-25,SUCCESS
16659,5578,3136.99,2024-03-31,SUCCESS
16660,2224,2870.53,2023-11-22,SUCCESS
16661,2570,4214.73,2025-02-08,SUCCESS
16662,9965,1899.29,2023-11-22,SUCCESS
16663,4519,1582.39,2022-05-24,SUCCESS
16664,1124,2518.33,2024-06-09,SUCCESS
16665,2624,2924.42,2023-06-22,SUCCESS
16666,1404,1106.31,2023-01-11,SUCCESS
16667,2579,3413.0,2022-05-04,SUCCESS
16668,332,4012.86,2022-08-29,SUCCESS
16669,7486,2888.71,2022-12-21,SUCCESS
16670,740,2617.2,2023-01-14,SUCCESS
16671,8234,1476.74,2024-04-29,SUCCESS
16672,4981,4548.37,2022-12-22,SUCCESS
16673,3879,3773.73,2023-07-13,SUCCESS
16674,1950,2404.03,2023-11-22,SUCCESS
16675,3461,3297.24,2022-11-23,SUCCESS
16676,2129,1687.71,2023-08-05,SUCCESS
16677,4498,303.79,2022-11-18,SUCCESS
16678,2155,1023.62,2023-11-19,PENDING
16679,5231,402.04,2023-02-09,SUCCESS
16680,7445,2543.34,2023-02-09,FAILED
16681,1238,3112.21,2023-06-12,FAILED
16682,9959,1905.33,2023-09-25,SUCCESS
16683,8698,2653.12,2024-07-10,SUCCESS
16684,5241,431.75,2024-12-05,SUCCESS
16685,4816,3850.94,2025-02-05,SUCCESS
16686,9587,168.75,2022-09-08,SUCCESS
16687,257,3173.96,2024-05-10,SUCCESS
16688,1721,2169.57,2023-05-21,SUCCESS
16689,7348,923.1,2023-02-04,SUCCESS
16690,7077,2617.66,2022-11-12,SUCCESS
16691,1072,3905.84,2024-02-14,SUCCESS
16692,1623,2070.54,2024-09-25,FAILED
16693,2067,1841.71,2023-12-18,SUCCESS
16694,9262,716.59,2023-02-11,SUCCESS
16695,8643,2974.91,2023-06-08,SUCCESS
16696,898,4140.93,2023-04-25,SUCCESS
16697,5176,2808.9,2024-02-09,SUCCESS
16698,8274,829.61,2023-07-11,SUCCESS
16699,8929,3307.83,2022-11-24,SUCCESS
16700,4175,155.56,2022-07-08,SUCCESS
16701,5782,4191.08,2024-01-08,SUCCESS
16702,3945,4607.87,2024-12-29,SUCCESS
16703,6427,2987.2,2022-08-07,SUCCESS
16704,5436,4409.49,2023-02-20,SUCCESS
16705,9884,427.11,2025-01-21,SUCCESS
16706,9372,1145.58,2024-07-14,FAILED
16707,2936,1589.72,2022-08-10,FAILED
16708,5834,3866.97,2024-12-12,SUCCESS
16709,8089,2423.78,2022-09-16,SUCCESS
16710,462,1745.0,2024-06-08,SUCCESS
16711,117,794.56,2023-10-30,SUCCESS
16712,5786,4054.16,2022-04-25,SUCCESS
16713,6508,107.51,2025-02-22,PENDING
16714,9847,1689.67,2022-05-19,SUCCESS
16715,5831,1217.66,2022-06-05,SUCCESS
16716,4562,649.41,2022-03-08,SUCCESS
16717,9991,864.35,2023-03-09,SUCCESS
16718,8128,2471.52,2023-03-30,SUCCESS
16719,660,2133.15,2022-05-05,SUCCESS
16720,2123,2594.25,2022-07-07,SUCCESS
16721,1587,3639.46,2024-04-23,SUCCESS
16722,4683,4462.18,2023-06-26,FAILED
16723,6800,596.72,2025-01-27,SUCCESS
16724,8827,417.98,2024-12-05,SUCCESS
16725,6988,1605.17,2022-12-12,SUCCESS
16726,7976,2733.77,2024-06-19,FAILED
16727,2883,503.94,2022-10-24,SUCCESS
16728,5250,3581.28,2023-02-26,SUCCESS
16729,2812,2782.69,2024-05-09,SUCCESS
16730,5528,3743.56,2023-03-25,SUCCESS
16731,1885,1792.78,2023-04-24,FAILED
16732,9711,2008.48,2022-04-08,SUCCESS
16733,8814,4038.82,2025-01-08,SUCCESS
16734,5074,1338.71,2023-07-04,SUCCESS
16735,9730,1910.18,2024-01-01,SUCCESS
16736,5417,72.4,2022-12-15,SUCCESS
16737,5801,2778.83,2024-05-27,FAILED
16738,6896,4258.06,2024-06-18,SUCCESS
16739,6316,144.32,2022-09-11,FAILED
16740,4931,3070.88,2024-04-18,SUCCESS
16741,2366,4228.02,2022-10-13,SUCCESS
16742,855,2472.19,2024-09-15,FAILED
16743,2729,1568.54,2023-08-06,FAILED
16744,916,4982.94,2023-07-11,SUCCESS
16745,7174,328.83,2023-11-07,SUCCESS
16746,4939,1056.07,2023-10-10,PENDING
16747,132,4426.8,2023-04-17,SUCCESS
16748,9309,1490.05,2024-12-31,PENDING
16749,3594,4100.13,2024-12-18,SUCCESS
16750,9053,1669.34,2024-05-18,SUCCESS
16751,294,4060.84,2022-10-20,SUCCESS
16752,9192,3430.22,2024-09-28,SUCCESS
16753,3686,2345.27,2022-12-03,SUCCESS
16754,8017,2617.11,2023-04-29,SUCCESS
16755,7763,892.41,2023-05-22,SUCCESS
16756,6847,583.84,2024-01-03,SUCCESS
16757,7585,3586.13,2024-04-09,PENDING
16758,7311,4243.62,2024-04-04,SUCCESS
16759,5357,3611.24,2022-08-11,PENDING
16760,287,4564.76,2024-01-13,SUCCESS
16761,8642,4450.94,2022-09-21,SUCCESS
16762,6587,3892.05,2022-05-05,SUCCESS
16763,5304,4491.14,2025-01-06,SUCCESS
16764,3117,840.28,2024-08-20,SUCCESS
16765,5875,3658.15,2024-03-31,SUCCESS
16766,6971,3769.61,2024-07-01,SUCCESS
16767,8149,774.11,2023-08-10,SUCCESS
16768,8445,4548.37,2023-12-17,SUCCESS
16769,9612,48.88,2025-02-18,SUCCESS
16770,1236,2175.85,2023-07-06,SUCCESS
16771,1000,112.29,2023-04-13,SUCCESS
16772,3761,2619.17,2022-05-01,SUCCESS
16773,4117,2063.72,2023-03-26,FAILED
16774,4412,3117.19,2022-05-19,SUCCESS
16775,5558,3833.39,2023-02-14,FAILED
16776,9639,3844.03,2024-06-26,FAILED
16777,5353,3612.5,2022-08-10,FAILED
16778,3684,513.88,2022-08-25,SUCCESS
16779,2262,2090.11,2024-12-01,SUCCESS
16780,1854,4080.67,2023-01-05,SUCCESS
16781,8792,3273.23,2023-12-19,PENDING
16782,6896,3406.73,2025-02-25,SUCCESS
16783,2991,1138.5,2022-04-19,SUCCESS
16784,863,1628.67,2024-10-04,SUCCESS
16785,4528,4779.28,2025-02-25,SUCCESS
16786,1220,4235.39,2022-03-18,SUCCESS
16787,3796,828.78,2022-03-07,SUCCESS
16788,528,2725.74,2024-08-20,SUCCESS
16789,7370,2455.08,2023-06-20,SUCCESS
16790,2923,2221.08,2024-07-18,SUCCESS
16791,5850,2355.71,2024-04-16,SUCCESS
16792,1163,3216.23,2023-07-22,SUCCESS
16793,847,4835.91,2022-03-25,SUCCESS
16794,6960,4377.25,2023-12-03,SUCCESS
16795,3087,4376.26,2023-07-04,SUCCESS
16796,9963,3518.37,2023-02-19,FAILED
16797,3284,92.85,2025-01-05,SUCCESS
16798,3324,2205.1,2024-02-15,SUCCESS
16799,446,2558.08,2023-04-21,SUCCESS
16800,1026,4213.24,2023-04-04,SUCCESS
16801,9964,4614.6,2022-08-21,SUCCESS
16802,1360,2260.47,2024-01-12,SUCCESS
16803,8211,1505.8,2023-12-29,SUCCESS
16804,6114,1690.09,2022-12-07,SUCCESS
16805,8753,2895.42,2024-05-29,SUCCESS
16806,472,1378.48,2022-06-25,SUCCESS
16807,28,4554.14,2024-12-23,SUCCESS
16808,8752,2096.17,2023-10-19,SUCCESS
16809,3237,4950.37,2022-11-06,SUCCESS
16810,9137,552.03,2024-05-25,SUCCESS
16811,3949,943.46,2024-12-13,SUCCESS
16812,6173,2560.4,2024-03-15,PENDING
16813,1980,4342.19,2025-01-24,SUCCESS
16814,4922,1773.0,2024-07-09,SUCCESS
16815,9008,4188.15,2023-01-19,PENDING
16816,2327,2130.14,2024-08-14,SUCCESS
16817,2331,4265.7,2023-10-20,FAILED
16818,7647,1390.77,2024-02-02,FAILED
16819,1003,2362.1,2024-11-14,SUCCESS
16820,9735,1397.26,2024-01-21,SUCCESS
16821,6449,1080.04,2022-03-06,SUCCESS
16822,6838,2108.62,2023-09-05,SUCCESS
16823,6468,1676.86,2023-07-28,SUCCESS
16824,9422,3936.8,2024-12-25,SUCCESS
16825,7355,3739.45,2022-09-22,SUCCESS
16826,2530,1795.97,2024-10-12,SUCCESS
16827,1431,4961.41,2024-10-01,PENDING
16828,3913,4869.32,2022-03-19,SUCCESS
16829,1533,4589.58,2023-06-16,SUCCESS
16830,1893,2934.61,2022-04-22,SUCCESS
16831,1422,2064.49,2023-10-05,PENDING
16832,8583,1568.55,2024-03-24,SUCCESS
16833,5769,80.09,2022-06-24,SUCCESS
16834,2819,3160.87,2022-11-29,SUCCESS
16835,5618,2768.04,2022-10-02,SUCCESS
16836,1196,3151.21,2025-01-20,SUCCESS
16837,6230,2881.89,2024-12-03,SUCCESS
16838,9050,692.89,2025-01-09,SUCCESS
16839,5306,3478.42,2023-05-16,SUCCESS
16840,9709,1805.38,2024-09-09,FAILED
16841,8078,2583.89,2023-04-22,SUCCESS
16842,9346,1831.44,2023-08-28,SUCCESS
16843,843,114.89,2024-04-24,SUCCESS
16844,5201,4383.39,2022-04-11,SUCCESS
16845,5922,747.92,2024-06-30,SUCCESS
16846,9875,2912.95,2024-11-28,SUCCESS
16847,295,4416.24,2023-10-12,SUCCESS
16848,6098,1110.54,2024-04-14,SUCCESS
16849,6413,2063.01,2022-05-22,SUCCESS
16850,8837,1891.77,2023-12-15,SUCCESS
16851,6679,450.66,2022-05-20,SUCCESS
16852,5021,2120.47,2023-12-30,SUCCESS
16853,5744,2400.0,2024-07-28,SUCCESS
16854,111,137.85,2024-01-27,SUCCESS
16855,8776,2443.28,2024-09-13,SUCCESS
16856,9679,473.68,2023-10-19,SUCCESS
16857,4865,4462.85,2023-05-31,SUCCESS
16858,1649,3252.54,2023-01-01,SUCCESS
16859,6382,286.85,2024-07-07,FAILED
16860,2382,4136.08,2024-03-24,SUCCESS
16861,106,1811.19,2022-10-19,SUCCESS
16862,5819,1131.96,2023-03-08,SUCCESS
16863,9887,1273.34,2024-04-24,SUCCESS
16864,9926,2990.6,2023-02-26,SUCCESS
16865,382,412.36,2023-07-21,SUCCESS
16866,4357,298.43,2024-09-11,SUCCESS
16867,5919,3139.43,2022-03-07,SUCCESS
16868,1317,4909.64,2024-01-31,SUCCESS
16869,5455,2419.72,2022-09-30,SUCCESS
16870,4075,2069.35,2023-08-22,SUCCESS
16871,4805,4736.25,2023-07-08,PENDING
16872,907,1208.75,2023-02-17,PENDING
16873,7622,1206.5,2022-12-20,SUCCESS
16874,663,4526.05,2022-06-20,SUCCESS
16875,6719,3236.42,2023-09-15,SUCCESS
16876,8655,273.65,2023-02-28,SUCCESS
16877,943,3371.52,2023-05-27,SUCCESS
16878,8350,4101.06,2024-07-21,SUCCESS
16879,6416,1373.4,2025-02-16,SUCCESS
16880,3310,1917.55,2025-03-01,SUCCESS
16881,1327,992.39,2024-04-10,SUCCESS
16882,2107,3168.56,2024-04-22,SUCCESS
16883,4800,3322.65,2023-12-21,FAILED
16884,8840,347.34,2023-08-23,SUCCESS
16885,2939,3390.13,2024-01-12,SUCCESS
16886,2484,3293.98,2022-07-01,PENDING
16887,1376,180.5,2023-01-18,SUCCESS
16888,7857,2779.07,2023-04-25,SUCCESS
16889,245,3071.62,2022-10-06,SUCCESS
16890,2349,2153.63,2024-04-23,PENDING
16891,9060,4507.08,2022-08-15,SUCCESS
16892,480,1645.2,2023-05-23,FAILED
16893,1936,340.56,2024-01-09,SUCCESS
16894,5758,3360.91,2023-08-01,SUCCESS
16895,88,3028.08,2023-03-28,SUCCESS
16896,9433,4945.35,2024-02-28,SUCCESS
16897,8765,1160.38,2022-09-11,SUCCESS
16898,9006,1980.49,2023-03-15,SUCCESS
16899,179,2308.59,2023-09-13,SUCCESS
16900,9918,4308.23,2023-05-26,SUCCESS
16901,163,2075.77,2025-02-09,SUCCESS
16902,2641,3861.88,2023-08-21,SUCCESS
16903,9198,788.93,2023-11-22,SUCCESS
16904,2349,2051.87,2024-05-17,SUCCESS
16905,2422,779.11,2023-12-02,SUCCESS
16906,4299,4748.65,2024-09-03,SUCCESS
16907,4143,892.9,2024-01-02,SUCCESS
16908,4504,2098.27,2024-05-16,SUCCESS
16909,1218,415.89,2024-06-14,SUCCESS
16910,2475,4607.31,2023-09-08,SUCCESS
16911,930,3120.97,2023-09-03,SUCCESS
16912,7959,4812.47,2024-09-30,SUCCESS
16913,8509,216.15,2024-11-27,SUCCESS
16914,1503,879.02,2023-07-27,SUCCESS
16915,421,1903.34,2024-09-09,SUCCESS
16916,5831,3108.69,2023-05-08,SUCCESS
16917,4359,1650.94,2024-05-28,SUCCESS
16918,1450,3560.81,2023-05-03,SUCCESS
16919,5812,829.82,2025-01-27,SUCCESS
16920,8620,3005.18,2023-01-09,SUCCESS
16921,7872,1992.84,2022-06-24,FAILED
16922,8589,2543.66,2022-09-29,SUCCESS
16923,8988,2850.32,2022-07-18,SUCCESS
16924,107,304.18,2023-05-22,SUCCESS
16925,4050,4620.5,2024-04-23,SUCCESS
16926,8290,3931.53,2023-11-10,SUCCESS
16927,1904,2215.07,2022-08-14,SUCCESS
16928,7650,2739.61,2023-11-18,FAILED
16929,3571,167.52,2024-01-02,SUCCESS
16930,5377,2492.25,2025-01-03,SUCCESS
16931,43,2134.45,2023-01-28,SUCCESS
16932,6386,1875.55,2024-01-05,SUCCESS
16933,1578,4077.68,2022-06-29,SUCCESS
16934,6066,913.71,2024-12-07,PENDING
16935,5886,885.67,2025-02-06,SUCCESS
16936,8577,2610.78,2022-09-26,SUCCESS
16937,3578,3437.28,2025-02-18,FAILED
16938,3239,117.09,2023-01-30,FAILED
16939,5245,2731.47,2024-12-29,SUCCESS
16940,9889,1497.0,2023-01-10,FAILED
16941,2135,3785.62,2024-11-28,SUCCESS
16942,3893,2347.02,2022-11-07,PENDING
16943,4322,4171.21,2022-06-30,SUCCESS
16944,5777,1987.89,2023-04-29,SUCCESS
16945,5829,4136.31,2022-06-16,SUCCESS
16946,3816,3583.95,2024-04-10,SUCCESS
16947,296,4142.15,2024-06-07,FAILED
16948,414,4063.04,2023-12-12,SUCCESS
16949,5957,2434.39,2023-01-07,SUCCESS
16950,6279,1843.62,2024-09-08,SUCCESS
16951,6669,3826.9,2025-01-08,SUCCESS
16952,8196,1810.81,2024-10-15,SUCCESS
16953,178,451.54,2023-06-07,SUCCESS
16954,8938,4294.93,2024-10-10,SUCCESS
16955,4355,1989.01,2022-05-04,SUCCESS
16956,8844,667.36,2024-08-31,SUCCESS
16957,5915,3234.15,2023-02-03,SUCCESS
16958,5483,4449.42,2022-03-28,SUCCESS
16959,3272,4305.52,2023-09-04,SUCCESS
16960,6688,2774.46,2022-08-03,SUCCESS
16961,5393,444.92,2022-03-26,SUCCESS
16962,290,3484.53,2024-01-11,SUCCESS
16963,8995,3046.1,2022-09-09,SUCCESS
16964,8426,1054.69,2023-08-29,SUCCESS
16965,408,4503.2,2022-06-14,SUCCESS
16966,694,437.91,2022-12-01,SUCCESS
16967,1170,1868.33,2023-03-10,SUCCESS
16968,8624,477.19,2022-04-29,SUCCESS
16969,7783,4560.16,2023-09-12,SUCCESS
16970,9175,181.74,2023-08-27,SUCCESS
16971,3045,2131.7,2024-09-07,SUCCESS
16972,5531,4309.58,2024-07-13,SUCCESS
16973,4993,1260.65,2022-12-07,SUCCESS
16974,3925,529.54,2023-12-29,SUCCESS
16975,6971,639.39,2024-09-06,SUCCESS
16976,3313,2027.65,2023-06-05,SUCCESS
16977,4319,2145.77,2024-06-14,SUCCESS
16978,1689,3591.79,2023-01-11,SUCCESS
16979,468,1193.45,2022-05-02,SUCCESS
16980,9538,3510.69,2023-04-08,SUCCESS
16981,2423,4994.89,2024-02-03,FAILED
16982,7280,4321.93,2024-07-24,SUCCESS
16983,4508,3179.69,2024-08-19,SUCCESS
16984,4722,4699.86,2023-06-26,SUCCESS
16985,5372,4955.59,2023-03-30,FAILED
16986,9204,2853.52,2024-10-29,SUCCESS
16987,7542,1371.78,2022-05-31,FAILED
16988,9870,4575.34,2024-10-17,SUCCESS
16989,1487,4221.75,2024-05-04,SUCCESS
16990,9609,427.63,2025-02-03,SUCCESS
16991,9550,4682.19,2023-01-10,SUCCESS
16992,9584,1834.27,2023-04-08,SUCCESS
16993,9771,1613.82,2023-04-19,SUCCESS
16994,3750,1719.63,2024-01-20,SUCCESS
16995,8060,1603.49,2023-01-29,SUCCESS
16996,2504,2582.55,2022-12-03,SUCCESS
16997,7856,2900.97,2024-04-20,SUCCESS
16998,7056,2131.05,2023-08-18,SUCCESS
16999,400,2065.83,2022-11-09,SUCCESS
17000,4383,3687.88,2023-12-06,SUCCESS
17001,1540,20.12,2024-05-23,SUCCESS
17002,8429,4734.7,2022-07-06,SUCCESS
17003,7186,3573.6,2023-10-28,SUCCESS
17004,4911,3537.73,2023-09-17,SUCCESS
17005,9120,2112.71,2024-03-19,SUCCESS
17006,4510,4829.11,2023-09-22,SUCCESS
17007,6052,6.61,2023-04-09,SUCCESS
17008,6153,387.02,2024-11-24,SUCCESS
17009,8612,4021.3,2023-03-25,SUCCESS
17010,4125,3694.81,2024-03-31,SUCCESS
17011,2396,1360.42,2023-10-12,SUCCESS
17012,8853,2975.83,2022-07-14,SUCCESS
17013,3951,2662.6,2023-08-30,SUCCESS
17014,450,2637.94,2024-04-12,FAILED
17015,380,2979.83,2024-08-07,FAILED
17016,9443,4968.71,2024-11-05,SUCCESS
17017,7286,4936.79,2023-04-14,SUCCESS
17018,2302,4908.5,2024-11-21,SUCCESS
17019,7711,2745.68,2023-02-26,SUCCESS
17020,5793,1593.88,2022-11-29,SUCCESS
17021,8919,2802.75,2024-07-09,SUCCESS
17022,9660,3115.33,2023-01-31,FAILED
17023,7217,1560.63,2023-12-20,PENDING
17024,4906,3165.72,2024-03-29,SUCCESS
17025,6000,3111.86,2025-01-03,SUCCESS
17026,8608,4517.84,2024-12-29,SUCCESS
17027,7123,1191.83,2024-07-08,SUCCESS
17028,600,3489.56,2022-06-12,SUCCESS
17029,7289,2256.55,2022-10-27,PENDING
